STATE,DISTRICT,Storage name,Address,Manager Name,capacity
Uttar Pradesh,Rampur,Rural Godown Of Sri. Mangat Ram,"Village Kaun Khera, Bilaspur",,1824.76
Uttar Pradesh,Rampur,Rural Godown Of Sri. Pramod Kumar Rai,"Village Dhanaroo, Bilaspur",,631.32
Uttar Pradesh,Rampur,Rural Godown Of Sri. Sanjeev Kumar And Sri. Yogesh Kumar,"Village Bishanpur Jagir, Bilaspur",,3364
Uttar Pradesh,Rampur,Shashi Bhushan SethiS/O Sh Gyan Chandra Sethi,"Village: Mundia Khurd, Bilaspur",,8168
Uttar Pradesh,Rampur,Shri Namit Agrawal S/O Hari Om Agrawal,"Vill: Visharatnagar,Bilaspur, Bilaspur",,2121.43
Uttar Pradesh,Rampur,Smt .Ram Bai,"Naya Gaon, Bilaspur",,2703.17
Uttar Pradesh,Rampur,Smt Balbinder Kaur,"Mulla Khera, Bilaspur",,2675.9
Uttar Pradesh,Rampur,Smt Gurpreet Kuar,"Village Bishanpur Jagir Bilaspur Distt Rampur, Bilaspur",,5750.49
Uttar Pradesh,Rampur,Smt Harbhajan Kaur,"Mulla Khera, Bilaspur",,3529.38
Uttar Pradesh,Rampur,Smt Manisha Agrawal,"Vill: Mundia Khurd, Bilaspur, Rampur, Bilaspur",,2956.8
Uttar Pradesh,Rampur,Smt Surinder Kaur,"Mullakhera, Bilaspur",,3607.64
Uttar Pradesh,Rampur,"� Vardhman Tarai Agro Seeds,Bilaspur, Rampur","Nagariyakala Kemri Road Bilaspur, Bilaspur",,2255.67
Uttar Pradesh,Saharanpur,Amar Pal Singh,"Sirsaganj, Ahmadpur",,8062.31
Uttar Pradesh,Saharanpur,"Arman Singh Katiyar, Iqbal Singh Katiyar, Dharmendra Singh Katiyar","Bilhaur, Sabasu, Lalpur",,4766.51
Uttar Pradesh,Saharanpur,ICD-SAHARANPUR,"Inland Container Depot, Janta Road, Saharanpur-247001",P.K. Sinha,4266
Uttar Pradesh,Saharanpur,Meera Agarwal,Saharanpur,,5647.04
Uttar Pradesh,Saharanpur,Praveen Pratap Singh,"Sirsaganj, Kabirpur",,6382.33
Uttar Pradesh,Saharanpur,Ruchir Ahuja,"Saharanpur, Halalpur",,5261.5
Uttar Pradesh,Saharanpur,Rural Godown Of Sri. Yashpal Singh,"Village Sikri Khurd, Bhojpur",,810.816
Uttar Pradesh,Saharanpur,SAHARANPUR,,P.K.Sinha,29193
Uttar Pradesh,Saharanpur,SAHARANPUR BD,,Noor Mohemmed,55000
Uttar Pradesh,Saharanpur,Satya Prakash Agarwal,Saharanpur,,7258.61
Uttar Pradesh,Saharanpur,Shiv Pratap Singh,"Sirsaganj, Kabirpur",,7576.89
Uttar Pradesh,Saharanpur,Smt. Prabha Chandele / Smt. Anita Singh / Shri Satendra Pal Singh / Shri Rajevenda Singh / Shri Dharmendra Pal Singh / Shri Satyendra Pal Singh,"Sirsa Ganj, Ahmadpur",,4336.37
Uttar Pradesh,Sambhal,CWC,"CWC-1, Jarai Gate, Baniyakheda, Chandausi, Sambhal, UP",Mr. R.K Saxena,16140
Uttar Pradesh,Sambhal,CWC,"CWC-2, Mandi Yard, Chandausi, Sambhal, UP",Mr. S.K. Mishra,10640
Uttar Pradesh,Sambhal,POTATO,M/S UBAIS COLD STORAGE AND GENRAL MILLS ADAMPUR ROAD SAMBHAL,MOHD JUBAIR,9554.64
Uttar Pradesh,Sambhal,POTATO,M/S SHANKER COLD STORAGE AND ICE FACTORY SAMBHAL,AMARNATH SINGHAL,10081.5
Uttar Pradesh,Sambhal,POTATO,M/S BILAL COLD STORAGE AND GENRAL STORAGE JOYA ROAD SAMBHAL,IRFAN HUSAIN,7987.37
Uttar Pradesh,Sambhal,Patato,M/S Ajeeb Cold Storage And Ice Factory Turtipur Ila Sambhal,Mohd Irfan,6623.43
Uttar Pradesh,Sambhal,Patato,M/S Roshan Cold Storage Vill.Kurkawli Sambhal,Ajaypal Tyagi,10957.6
Uttar Pradesh,Sambhal,Patato,M/S Roshan Cold Storage Vill.Kurkawli Sambhal,Ajaypal Tyagi,10957.6
Uttar Pradesh,Sambhal,Patato,M/S Shiva Cold Storage And General Mills Chandausi Road Sambhal,Ravi Prakesh,7570.15
Uttar Pradesh,Sambhal,Potato,0,Ahsan Ilahi,8697.72
Uttar Pradesh,Sambhal,Potato,M/S Ram Cold Dtorage Near Roadways Sambhal,Radha Krishna Manglam,5464.34
Uttar Pradesh,Sambhal,Potato,M/S Kothiwal Cold Storage Sarai Tareen Sambhal,Rajeev Kothiwal,5730.17
Uttar Pradesh,Sambhal,Potato,J.K.Cold Storage Moradabad Road Sambhalr,Lalit Kumar,11763.9
Uttar Pradesh,Sambhal,Potato,M/S Alhuda Cold Storage And Genral Mills Sambhal,Parvezkhan,9943.75
Uttar Pradesh,Sambhal,Potato,M/S Krishna Cold Storage And Alied Factory Vill.Khirni Adampur Road Sambhal,Rakesh Kumar,5721.24
Uttar Pradesh,Sambhal,Potato,M/S Shahu Khan Chand Cold Storage And Ice Factory Bisoli Road Chandausi,Rakesh Chandra Gupta,11457.7
Uttar Pradesh,Sambhal,Potato,M/S Balaji Cold Storage Bisoli Road Chandausi,Himandhu Varshnay,9214.76
Uttar Pradesh,Sambhal,Potato,M/S SS Cold Storage And Ice Factory Vill.Bholabai Chandausi,Narayan Varshnay,4000.07
Uttar Pradesh,Sambhal,Potato,M/S Daulat Cold Storage And Alied Industry Vill.Yusufpur Behjoi,Ravindra Kumar,5864.46
Uttar Pradesh,Sambhal,Potato,M/S Janta Cold Storage And Ice Factory Kamal Sarai Adampur Road Sambhal,Mohd Yusuf Khan,5966.46
Uttar Pradesh,Sambhal,Potato,M/S Krishna Cold Storage Seeta Road Chandausi,Jai Kishan,2531.84
Uttar Pradesh,Sambhal,Potato,M/S Jeevan Ram Cold Storage And General Mills Behjoi Road Chandausi,Amit Kumar,3663.15
Uttar Pradesh,Sambhal,Potato,M/S Tahir Husain Cold Storage And Ice Factory Hasanpur Road Sambhal,Mohd Qasim,8029.18
Uttar Pradesh,Sambhal,Potato,M/S Ganesh Ice Factory And Cold Storage Moradabad Road Chandausi,Rajeev Gupta,3805.77
Uttar Pradesh,Sambhal,Potato,M/S Bajrang Bali Cold Storage And Agro Food Product Behjoi Road Chandausi,Mahendra Singh,4065.98
Uttar Pradesh,Sambhal,Potato,M/S Vinod Cold Storage And Ice Factory Moradabad Road Chandausi,Vinod Kumat Agrwal,8435.63
Uttar Pradesh,Sambhal,Potato,M/S Gayatri Cold Storage And Ice Factory Bisoli Road Chandausi,OM Prakesh Gupta,5962.43
Uttar Pradesh,Sambhal,Potato,M/S Noori Cold Storage Sarai Tareen Sambhal,Mohd Ashraf,7305.21
Uttar Pradesh,Sambhal,Potato,M/S OM Cold Storage And General Mills Sarai Tareen Sambhal,Satendra Arya,3652.6
Uttar Pradesh,Sambhal,Potato,M/S Deen Dayal Cold Storage And Alied Industry Behjoi Road Sambhal,Trivedi Prakash,5398.51
Uttar Pradesh,Sambhal,Potato,M/S UPTOWN Trading And Investment Company Limited Moradabad Road Sambhal,Abdulla Ubaid,10757.2
Uttar Pradesh,Sambhal,Potato,M/S Tareen Cold Storage And General Mills Sarai Tareen Sambhal,Mohd Shafeeq Khan,8173.81
Uttar Pradesh,Sambhal,Potato,M/S Devika Cold Storage And General Mills Sarai Tareen Sambhal,Virendra Kumar Arya,6041.28
Uttar Pradesh,Sambhal,Potato,M/S Qureshi Cold Storage And General Mills Sarai Tareen Sambhal,Mohd Ahsaan,5012.6
Uttar Pradesh,Sambhal,Potato,M/S Kisan Cold Storage And Ice Factory Gunnor,Prashant Kumar,5784.82
Uttar Pradesh,Sambhal,Potato,M/S Turky Cold Storage And General Mills Vill.Farrakhpur Moradabad Road Sambhal,Mohd Arif,8386.21
Uttar Pradesh,Sambhal,Potatot,R K Arya Cold Storage Sarai Tareen Sambhal,Ram Kehar Arya,5464.34
Uttar Pradesh,Shahjahanpur,Anil Kumar Gupta,"Allahganj, Samapur",,3025.89
Uttar Pradesh,Shahjahanpur,Ankur Gramin Krishi Utpad Bhandaran,"Village Karonda, Mohmaddi Road, Sadar",,2089
Uttar Pradesh,Shahjahanpur,Asthma Cold Stores,ASHOKA COLD STORES PARA KALSIYA ROD,December Tyagi,
Uttar Pradesh,Shahjahanpur,Central Werehause Shahjahanpur,,J. P.N. Singh,457000
Uttar Pradesh,Shahjahanpur,Faheem Usshan Khan,"Tilhar, Miranpur Katra, Katra",,3822.51
Uttar Pradesh,Shahjahanpur,Ganga Gomti Warehouse,"Vill Hathora Bujurg, Mohammadi Road, Sadar",,1896.61
Uttar Pradesh,Shahjahanpur,Himalay Cold Storaje,MIRANPUR KATRA,Mokesh Kumar Gopta,4000
Uttar Pradesh,Shahjahanpur,Hind Cold Storage,MISHRIPUR SADAR SHAHJAHANPUR,Mr.S. M. Shan,2900
Uttar Pradesh,Shahjahanpur,Krishna Cold Storage,ATSALIYA ROSA SHAHJAHANPUR,Mr. Rakesh Chandra Seth,3600
Uttar Pradesh,Shahjahanpur,M. B.R. Cold Storage,,Vijay Kumar,58555.8
Uttar Pradesh,Shahjahanpur,M. Himalaya Cold Storage,,Mukesh Kumar Gupta,43878.4
Uttar Pradesh,Shahjahanpur,M. Hind Cold Storage,,Sarfaj Khan,29686
Uttar Pradesh,Shahjahanpur,M. Jalalabad Cokd Storage,,Kamlesh Kumar,40346
Uttar Pradesh,Shahjahanpur,M. Mishra Aalu Bhandar,,Arvind Kumar Mishra,44918
Uttar Pradesh,Shahjahanpur,M. Omar Cold Storage Dhara,,Gyan Dev,47121.7
Uttar Pradesh,Shahjahanpur,M. Tammi Khan Cold Storage,,Ali Husan,24510.4
Uttar Pradesh,Shahjahanpur,M/S G.S.D.I.I Warehouse,"Vill. Rasoolpur Jahanganj Distt: Shahjahanpur, Sadar",,9064.04
Uttar Pradesh,Shahjahanpur,M/S GSDI Warehouse,"Vill: Lauka & Rasoolpur Jahanganj, Sadar",,6229
Uttar Pradesh,Shahjahanpur,M/S Hariyali Kisan Ghar,"Village Bhedpur, Sadar",,2973
Uttar Pradesh,Shahjahanpur,M/S Khushali Kisan Ghar,"Bhedpur, Sadar",,2834
Uttar Pradesh,Shahjahanpur,M/S Krishi Enterprsises,"Village Chakbhitara, Pargana And Tehsil Sadar, Distt. Shahjahanpur, UP, Sadar",,9725.52
Uttar Pradesh,Shahjahanpur,M/S OM SHIV Storage,"Village Hathora, Buzurg Sadar, Sadar",,2102
Uttar Pradesh,Shahjahanpur,M/S Shivam Warehouse,"Vill: Jamuka Tehsil: Sadar District: Shahjahanpur, Sadar",,7008.28
Uttar Pradesh,Shahjahanpur,M/S Sukhbir Agro Energy Ltd,"Rajora Kalan, Sadar",,35578.6
Uttar Pradesh,Shahjahanpur,M/S Sukhbir Agro Energy Ltd,"Rajori Kalan, Shahjahanpur",,35936.5
Uttar Pradesh,Shahjahanpur,M/S Sukhbir Agro Energy Ltd,"Rajori Kalan, Shahjahanpur",,29947.1
Uttar Pradesh,Shahjahanpur,M/S Swasti Warehouse,"Rasoolpur, Jahanganj, Sadar",,5546.71
Uttar Pradesh,Shahjahanpur,M/S. Ankur Grameen Krishi Utpad Bhandaran,"Village Karonda, Mohmaddi Road, Sadar",,1491.66
Uttar Pradesh,Shahjahanpur,M/S. Bankey Bihari Krishi Utpad Bhandaran,"Village Karonda P.O. Basulia, Tehsil Sadar, Sadar",,9067.9
Uttar Pradesh,Shahjahanpur,M/S. Kisan Bhandaran Kendra,"Village Madnapur, Khutar Road, Powayan, Powayan",,3738.01
Uttar Pradesh,Shahjahanpur,M/S. Mukund Madhav Warehouse,"Village Daulatpur, Maholia, Powayan",,7176.54
Uttar Pradesh,Shahjahanpur,M/S. Priyank Krishi Utpad Bhandaran,"Vill Jamuka, Sadar",,10412
Uttar Pradesh,Shahjahanpur,M/S. R.K. Warehouse,"Village Madnapur, Khutar Road, Powayan, Powayan",,3583.69
Uttar Pradesh,Shahjahanpur,M/S. Sahani Warehouse,"Village Madnapur, Khutar Road, Powayan, Powayan",,4377.98
Uttar Pradesh,Shahjahanpur,M/S. Sethi Warehouse,"Village Madnapur, Khutar Road, Powayan, Powayan",,3795
Uttar Pradesh,Shahjahanpur,M/S. Shree Shyam Jie Warehouse,"Village Dabhaura Sewa, Khutar Road, Banda, Powayan",,6271.86
Uttar Pradesh,Shahjahanpur,M/S. Sri Ram Agro Storage,"Vill Jamuka, Sadar",,4839.55
Uttar Pradesh,Shahjahanpur,Mahesh Mehrotra,"Khudaganj, Miranpur Katra",,3157.87
Uttar Pradesh,Shahjahanpur,Misharipur Cold Storaje,MISHARIPUR SHAHJAHAPUR,Sandip Agarwal,1920
Uttar Pradesh,Shahjahanpur,Parbhu Dayal Cold Storeja,BAS PASS ROOD TILAHAR,Parksh Garg,3200
Uttar Pradesh,Shahjahanpur,R.K. Cold Storage,MISHRIPUR SHAHJANPUR,Mr. Mahesh,665.1
Uttar Pradesh,Shahjahanpur,Rajesh Kumar Singh,"Jalalabad, Diviapur, Rustampur",,5018.54
Uttar Pradesh,Shahjahanpur,Rejeev Jain,"Mishripur, Roasr Kothi",,2232
Uttar Pradesh,Shahjahanpur,Sarfraj Mohd Khan,"Raysor Kothi, Mishripur",,3199.63
Uttar Pradesh,Shahjahanpur,Seth Cold Storage,ATSALIYA F. C.I,Mr. Satish Seth,2800
Uttar Pradesh,Shahjahanpur,Sh. Paras Mehrotra,"Village: Ahmadpur Niyazpur Sitapur Road, Shahjahanpur, Sadar",,5805.69
Uttar Pradesh,Shahjahanpur,Shakeel Ahmad,"Jalalabad, Maloopur Yusufjai",,3588.82
Uttar Pradesh,Shahjahanpur,Shan Cold Storage,MIRANPUR KATRA SHANJAHANPUR,Faheem Usshan Khan,4115.7
Uttar Pradesh,Shahjahanpur,Shital Parsad Cold Stoarage,SHEETAL PAESAD JANDHERA ROAD. NEAR MEADICAL COLLAG,Parmodkumar Goal,5000
Uttar Pradesh,Shahjahanpur,Shree Ram Warehouse,"Narainpur Vikrampur, Powayan",,2969.47
Uttar Pradesh,Shahjahanpur,Smt. Archana Mehrotra,"Village: Ahmadpur Niyazpur Sitapur Road, Shahjahanpur, Sadar",,7674.55
Uttar Pradesh,Shahjahanpur,Sri Chotelal Cold Storage,ROSA SADAR SHAHJAHANPUR,Mr. Vijay Kumar Agrawal,7464
Uttar Pradesh,Shahjahanpur,Sri.Mahesh Chandra Mehrotra,"Tilhar, Mirnapur Katra",,2307.76
Uttar Pradesh,Shahjahanpur,Sushil Mishra,"Jalalabad, Pipraula",,4954.93
Uttar Pradesh,Shahjahanpur,Tammir Khan Cold Storage & IceFactory,SAHAR KHAS SOUTH BAHAR CHUNGI BHAWAL KHERA SADAR S,Ali Husain Khan,2400
Uttar Pradesh,Shahjahanpur,UPSWC,"Indane Bottling Plant, Jamor, Shahjahanpur",,44613
Uttar Pradesh,Shahjahanpur,UPSWC,"Indane Bottling Plant, Jamor, Shahjahanpur",,33960
Uttar Pradesh,Shahjahanpur,UPSWC,"Indane Bottling Plant, JamorC, Shahjahanpur",,21325
Uttar Pradesh,Shahjahanpur,Vijay Kumar Agarwal,"Roza, Jamuhi",,2633.07
Uttar Pradesh,Sitapur,Ashish Gupta,Atrauli,,4137.94
Uttar Pradesh,Sitapur,Kamal Enterprises,MEHROTRASUNEEL[At]YAHOO[Dot]CO[Dot]IN,Suneel Mehrotra,2950
Uttar Pradesh,Sitapur,Sahgal Cold Storage,BISWA SITAPUR,Shyam Sundar Yadav,7200
Uttar Pradesh,Sitapur,Shri Kuber Hi Cold Storage Pl,ATRUOLI MAHMUDABAD SITAPUR,Satesh Kumar,4488.9
Uttar Pradesh,Sitapur,Smt. Usha Agarwal,"Terwa Chillaula, Sitapur",,1790.77
Uttar Pradesh,Sitapur,Smt. Usha Goel & Nishi Goel,"Vill. Terwa Chillaula, Tehsil: Sitapur, Sitapur",,5417.78
Uttar Pradesh,Sitapur,Sri Ram Warehousing,"Arjunpur, Biswan Road Kahaiabad, Kahaiabad",,20016
Uttar Pradesh,Sitapur,UPSWC,"Mandi Yard, Mishrikh, Sitapur",,14191
Uttar Pradesh,Sitapur,"Verma Enterprises, Sitapur","Arjunpur, Sitapur",,3783
Uttar Pradesh,Sitapur,Warehouse Of Harak Chand Nirmal Kumar Jain Charitable Trust,"Plot No. 58, 60 & 59/2, Vill. Laxmanpur, Sitapur",,13405.8
Uttar Pradesh,Sonbhadra,ROBERTSGANJ,,A.K.Chaubey,5000
Uttar Pradesh,Sultanpur,Anurag Mishra,"Amethi, Ramganj",,5188.77
Uttar Pradesh,Sultanpur,GAURIGANJ,,Phool Chand,3587
Uttar Pradesh,Sultanpur,M/S Bhalothia Enterprises,"7th Km Stone, N.H.96 , Allahabad Road, Village : Utri, Sadar/Miranpur",,5806
Uttar Pradesh,Sultanpur,M/S Chandralekha Singh Warehouse,"Vill: Katka Khanpur Tehsil: Sadar, Pargana, Barasua, District Sultanpur, Sadar",,6130.86
Uttar Pradesh,Sultanpur,M/S DBS Godown,"Thauri, Musafirkhana",,7291.94
Uttar Pradesh,Sultanpur,M/S Harkhu Mau Krishi Vaniki,"Vill: Harkhu Mau Block Shukal Bazar The: Musafirkhana Dist: CSM Nagar, Musafirkhana",,2235.01
Uttar Pradesh,Sultanpur,M/S Kavita Singh Warehouse,"Vill: Katka Khanpur, Sadar",,6130.86
Uttar Pradesh,Sultanpur,"M/S. Naveen Brothers, Sultanpur","Vill : Mahanpur, Lohramau, Sadar",,5583
Uttar Pradesh,Sultanpur,Rural Godown Of Smt. Geeta Devi And Sri. Sabhamani Mishra,"Village Lakhipur, Sadar",,5106.23
Uttar Pradesh,Sultanpur,"Vishwanath Prasad Agarwal Rural Godown , Sultanpur","Village & Post : Ahimane, 5th Km Stone On NH96, Sadar",,2693
Uttar Pradesh,Unnao,Ahuja Cold Store,KORARI KALAN,Jai Ahuja,9100
Uttar Pradesh,Unnao,AlSuper Frojen Foods,D9 SITE NO. 2 INDUSTRIAL AREA,Badalu Khan,15000
Uttar Pradesh,Unnao,Atul Kumar Gupta,"Nawabganj, Nawanganj, Nawabganj",,4397.65
Uttar Pradesh,Unnao,Awdhut Cold Store,ACHALGANJ,Satendra Bahadur Singh,59
Uttar Pradesh,Unnao,Chadralok Sheetalaya Pvt.Ltd.,VILL. JAKTAPUR,Santosh Kumar Shakya,8200
Uttar Pradesh,Unnao,Chandra Lok Sheetalya,CHNDRA LOK SHEETALAYA JAKTA PUR GANJMURADABAD UNNA,Shri Kuldeep,150
Uttar Pradesh,Unnao,Dixit Cold Store,BABAKHEDA MUGALPUR,Abhishek Dixit,
Uttar Pradesh,Unnao,Hari Om Sheetalaya New Name Maya Cold Storage,HARI OM SHEETALAYA NEW NAME MAYA COLD STPRAGE BANG,Shri Anil Agnihotri,
Uttar Pradesh,Unnao,Jaiswal Cold Store,AJGAIN,Vineet Jaiswal,1691
Uttar Pradesh,Unnao,Jaiswal Ice & Cold Storage Aajgain Unnao,JAISWAL IE AND COLD STORAGAGE AAJGAIN UNNAO,Sjri Pardeep Jaiswal,1691.4
Uttar Pradesh,Unnao,M.B. Cold Storage Pvt. Ltd.,1134KHA,Santosh Kumar Singh,5100
Uttar Pradesh,Unnao,M/S. Parvesh Singh And Rishi Pratap Singh,"Village Baktukhera, Post Ajgain, Ajgain",,982.552
Uttar Pradesh,Unnao,Maya Prakash Gupta,"Bagarmau, Khamoli",,4485.37
Uttar Pradesh,Unnao,Maya Sheetalaya Pvt. Ltd.,VILL.SAIDANI PO. BANGARMAU,Anil Agnihotri,10000
Uttar Pradesh,Unnao,Munna Kashmiri Cold Storage,RAJA KHEDA PURWA UNNAO,Sarvesh,50
Uttar Pradesh,Unnao,Murli Pattato Priprajrqtion,KANPUR ROAD NAWABGANJ,Atul Kumar Gupta,4784
Uttar Pradesh,Unnao,Pravin Chandra Katiyar,"Bangar Mau, Jagatapur",,2656.67
Uttar Pradesh,Unnao,R.K.J. Cold Storage Ice Factory,SAFIPUR,Yuv Raj Singh,7000
Uttar Pradesh,Unnao,Rural Godown Of Smt. Anju Banger,"Alampur Retwa, Bangar Mau,, Unnao",,9769.79
Uttar Pradesh,Unnao,Sarvesh Kumar Katiyar,"Unnao, Lohar Khera",,5235.16
Uttar Pradesh,Unnao,Shankar Cold Storage,SINGHUPUR,Rajesh Kumar Tiwari,50
Uttar Pradesh,Unnao,Shanti Mohan Sons & Cold Storage Bangar Mau Unnao,BANGAR MAU UNNAO,Shri Vimlais Kumar,120
Uttar Pradesh,Unnao,Shyam Shitgrah Pvt.Ltd.,AKRAMPUR,Virendra Kumar Jaiswal,4500
Uttar Pradesh,Varanasi,GANESH PRISERVATION PVT LTD UMARAHA,,SHARDA SINGH,5486
Uttar Pradesh,Varanasi,HARIHAR Cold Storage BABATPUR,,VIRNDRA KUMAR SINGH,8079
Uttar Pradesh,Varanasi,JAISWAL Cold Storage PANDEYPUR,,KALAWATI DEVI,1248
Uttar Pradesh,Varanasi,KANHAIYA Cold Storage ASHAPUR,,ANAND KUMAR VERMA,3970
Uttar Pradesh,Varanasi,KUMAR Cold Storage CHANDPUR,,SARASVATI DEVI,1362
Uttar Pradesh,Varanasi,KUMAR KRISHI KENDRA CHANDPUR,,AJAY JAISWAL,1383
Uttar Pradesh,Varanasi,PRABHAT Cold Storage PINDRA,,SUNIL CHANDRA RAI,2889
Uttar Pradesh,Varanasi,SHARAMA Cold Storage RAJATALAB,,SURYA PRASAD SHARMA,1567
Uttar Pradesh,Varanasi,SURAJ Cold Storage HARAHUVA,,MAYASHANKJAR SINGH,3870
Uttar Pradesh,Varanasi,Sharda Singh,"Julhupur, Umrahan",,5136.83
Uttar Pradesh,Varanasi,Virendra Singh,Babatpur,,3492.93
Uttarakhand,Haridwar,DK/CS,"HAYDIL ROAD, RAM NAGAR",Mulakh Raj,1500
Uttarakhand,Haridwar,Gagandeep Arora,Dadupur Govindpur,,2211.02
Uttarakhand,Haridwar,Gagandeep Arora And Narendra Kumar Arora,Sultanpur Majari,,3314.9
Uttarakhand,Haridwar,M.J. Cold Storage,MATLAB PUR ROORKEE,Sampuran Singh,6400
Uttarakhand,Haridwar,Narendra Kumar Arora,Dadupur Govindpur,,2326.17
Uttarakhand,Nainital,Dewan Singh,Purani Haat,,61.05
Uttarakhand,Nainital,Diwan Singh Rawat,Amritpur,,67.86
Uttarakhand,Nainital,Inder Singh,Chanoti,,77.09
Uttarakhand,Nainital,Kirti Ballab Bhatt,Chauriya Mehragaon,,95.63
Uttarakhand,Nainital,Luxman Singh Mehra,Belwalgaon,,33.28
Uttarakhand,Nainital,Nanda Ballabh Upreti,Alchauna,,86.24
Uttarakhand,Nainital,Narayandut Brijwasi,June Estate,,66.924
Uttarakhand,Nainital,Trilochan Paldiya,Saloni,,35.44
Uttarakhand,Pauri Garhwal,SRI NAGAR,,M.K. Joshi,6700
West Bengal,24 Paraganas North,BARANAGAR,,K.K.Das,15822
West Bengal,24 Paraganas North,BIRATI,,S.K. Sinha,14245
West Bengal,24 Paraganas North,BONHOOGHLY,,Kundan Nath,31166
West Bengal,24 Paraganas North,Maheshtala/Budge-Budge,,R.H. Bhattacharjee,5825
West Bengal,24 Paraganas North,PANIHATI,,Smt.Rita Chakraborty,24893
West Bengal,Bankura,Arghama Cold Storage (P) Ltd.,MEMARI.,Avijit Mukharjee,16000
West Bengal,Bankura,BISHNUPUR,,B. D. Kar,16000
West Bengal,Bankura,Bijoynarayan Cold Storage P Ltd,NARAYANPUR,Durgapada Chottopadhaya,10557
West Bengal,Bankura,Bireshwer Cold Storage Pvt Ltd,ILL-PO-PS PATRASAYER,Debasish Jana,4921
West Bengal,Bankura,Chandi Charan Cold Storage Pvt Ltd,CHANDROKONA,Sabyasachi Gorai,
West Bengal,Bankura,Dudepukur Cold Storage Pvt Ltd,DADPUR. DEBKHANDA,Ganesh Ch Sarkar,
West Bengal,Bankura,G M Cold Storage Pvt Ltd,SARDARPUR BALIGURI,Dinobandhu Gorai,15230
West Bengal,Bankura,Gobindo Cold Storage Pvt. Ltd,KHARALAGHAT JAMALPUR BURDWAN,Tarapada Gosami,14017
West Bengal,Bankura,Himghar Uddyog Pvt. Ltd,CHANDIKAMALA[At]GMAIL[Dot]COM,Radhasam Agarwal,12000
West Bengal,Bankura,Jagadiswar Cold Storage Pvt Ltd,PURSURA,Sasankasakher Dutta,23100
West Bengal,Bankura,Joy Krishna Himghar,DAKSHIN BAZAR CHANDRAKONA TOWN,Promotha/Brahamananda,14374
West Bengal,Bankura,Joyguru Cold Storage,VILL. PO. DAKSHIN RASUL PUR,Dhanopati Nandi,11800
West Bengal,Bankura,Kamola Cold Storage Pvt Ltd,PHONEIX_MALDA[At]YAHOO[Dot]COM,Murari Mohan Gorai,11800
West Bengal,Bankura,Kangsabati Co Oprative Milk Producer Union Ltd,VII-PO UTTERANDHRANI FULBARI,Subhash Benerjee,
West Bengal,Bankura,Karunamoyee Himghar P Ltd,AMLAGORA GARBETA,Santi Kanan Paramanik,14374
West Bengal,Bankura,Kundu Cold storage Pltd,VILL. NUDIPUR. P.O. CHOTKHANDA. MEMARI,Swapan Singh,14650
West Bengal,Bankura,M K Himghar P Ltd,"DANIAKHALI,GOPI NAGAR",Mritunjoy Pal,
West Bengal,Bankura,Ma Mangla Gouri Cold Storage P Ltd,AMLAGORA GORBETA,Sasankha Mukherjee,
West Bengal,Bankura,Madhabganj Karunamoyee Himghar P Ltd,PROSHANT475[At]GLAD[Dot]COM,Sukanta Mandal,17500
West Bengal,Bankura,Mangoldeep Cold storaGe P Ltd,"NOKARI,RANAGHAT",Amit Kr Ghosh,14000
West Bengal,Bankura,Mondal Cold Storage,"CHAKDIHI,JAMALPUR",Santimoy Mondal,30243
West Bengal,Bankura,Mondal Ice & Cold Storage P Ltd,"MOYNAPUR,JOYPUR",Partha Mondal,36000
West Bengal,Bankura,Muktakeshi Cold Storage P Ltd,"JEWDHERA, KALNA, BURDWAN",Tushar Mukherjee,21000
West Bengal,Bankura,Nanibala Cold Storage Pvt Ltd,PICASONAAGRICULTURE[At]YAHOO[Dot]CO[Dot]I,B Kartic Tangi/Ramkrishna Banarjee,21800
West Bengal,Bankura,Nirupama Cold Strage,VLLL.P.O. KHALISHPUR,Murarai Mohon Kundu,14000
West Bengal,Bankura,Nirvin Cold Storage P Ltd,VILL BARAMARA PO PEARDOBA,Sunil Agarwal,19465
West Bengal,Bankura,PRASENJIT Cold Storage PVT LTD,VILL. P.O. PASCHIMPARA. GOGHAT,TAPAN KR DEY,21221
West Bengal,Bankura,Patrasayer Thana Co -Oparetive Marketing Socity Lt,NIRSAD BAG PO GOPINATHPUR PS LALBAG,Gurudas Kundu,4024
West Bengal,Bankura,Prasanjit Cold Storage Pvt Ltd,SONAMUKHI,Pk Upadhaya,23180
West Bengal,Bankura,Radhakrishna Cold Storage,SAMIR[Dot] BISWAS200[At]RADIFMAIL[Dot]CO,Ramkumar Pathak,300
West Bengal,Bankura,Radharani Himgar Pvt.Ltd,"AJHA PUR,JAMAL PUR",Biswjit Das,17500
West Bengal,Bankura,Ramdia Refrigeration P Ltd,VILL BHASTARA GURAP,Ramesh Joshi,
West Bengal,Bankura,Rangamati Multipurpose Cold Storage Export Unit(P)L,CHECK POST,Shyamapada Patra,5
West Bengal,Bankura,S. A. Cold Storage PVT LTD,VILL. MACHALANDAPUR,BISWANATH ROY,4965
West Bengal,Bankura,S. M. Cold Storage PVT LTD,VII MADHABGANJ PO LEGO PS KOTOLPUR,KRISHNA DULAL MONDAL,17000
West Bengal,Bankura,SONAMUKHI C.A.D.P.F.S.C.S. LTD,MAASUBHALA[At]GMAIL[Dot]COM,KUSHENDU CHATTERJEE,10000
